date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:12:55	257336/257336	---M--	200	added ('OK')	image/jpeg	etag:%223ed38-658e0843-3e8e748c492dc783;;;%22	https://automark.cl/wp-content/uploads/2023/12/Photo_1703805963031-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2023/12/Photo_1703805963031-1024x1024.jpg	(from https://automark.cl/ventas/)
12:14:17	515838/515838	---M--	200	added ('OK')	image/jpeg	etag:%227defe-5a80f068-f9b8c1e9eb0c9aaf;;;%22	http://automark.cl/wp-content/uploads/2018/02/20180208_183827-Copiar-2.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2018/02/20180208_183827-Copiar-2.jpg	(from https://automark.cl/ventas/)
12:14:32	107633/107633	---M--	200	added ('OK')	image/jpeg	etag:%221a471-536be621-4d54dbb62d016091;;;%22	http://automark.cl/wp-content/uploads/2013/01/P1110856.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2013/01/P1110856.jpg	(from https://automark.cl/ventas/)
12:15:07	281784/281784	---M--	200	added ('OK')	image/jpeg	etag:%2244cb8-536be621-1106d06e23837447;;;%22	http://automark.cl/wp-content/uploads/2012/03/P1090632-1024x768.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2012/03/P1090632-1024x768.jpg	(from https://automark.cl/ventas/)
12:15:20	101408/101408	---M--	200	added ('OK')	image/jpeg	etag:%2218c20-536be621-cb47bb9c38f9dd4c;;;%22	http://automark.cl/wp-content/uploads/2010/07/p1030473.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2010/07/p1030473.jpg	(from https://automark.cl/ventas/)
12:15:52	250481/250481	---M--	200	added ('OK')	image/jpeg	etag:%223d271-586fba57-c55a2ce23d5d5d3;;;%22	http://automark.cl/wp-content/uploads/2017/01/20161229_174424-Copiar.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2017/01/20161229_174424-Copiar.jpg	(from https://automark.cl/ventas/)
12:16:38	372193/372193	---M--	200	added ('OK')	image/jpeg	etag:%225ade1-595bdfee-449e2d324cec3eb3;;;%22	http://automark.cl/wp-content/uploads/2017/07/20170703_165844-Copiar.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2017/07/20170703_165844-Copiar.jpg	(from https://automark.cl/ventas/)
12:16:53	100747/100747	---M--	200	added ('OK')	image/jpeg	etag:%221898b-536be621-56556ad4333502b7;;;%22	http://automark.cl/wp-content/uploads/2010/09/p1030807.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2010/09/p1030807.jpg	(from https://automark.cl/ventas/)
12:16:53	4719537/4719537	---M--	200	added ('OK')	image/jpeg	etag:%224803b1-68435864-1084af4faede7b36;;;%22	https://automark.cl/wp-content/gallery/ford-f-150-xlt-1995/photo_1748104440546.jpg?i=785512487	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/ford-f-150-xlt-1995/photo_17481044405467f2b.jpg	(from https://automark.cl/ventas/)
12:16:54	245516/245516	---M--	200	added ('OK')	image/jpeg	etag:%223bf0c-64fdfcc6-c7437d1f0651751d;;;%22	https://automark.cl/wp-content/uploads/2023/09/Photo_1694313045129-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2023/09/Photo_1694313045129-1024x1024.jpg	(from https://automark.cl/ventas/)
12:17:01	4349671/4349671	---M--	200	added ('OK')	image/jpeg	etag:%22425ee7-67576416-c4045f55f382428e;;;%22	https://automark.cl/wp-content/gallery/ford-mustang-fastback-1972/photo_1733779854594.jpg?i=619139546	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/ford-mustang-fastback-1972/photo_1733779854594c098.jpg	(from https://automark.cl/ventas/)
12:17:40	359255/359255	---M--	200	added ('OK')	image/jpeg	etag:%2257b57-59e0f697-f409facb4fd2427;;;%22	http://automark.cl/wp-content/uploads/2017/10/20171012_152250-Copiar.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2017/10/20171012_152250-Copiar.jpg	(from https://automark.cl/ventas/)
12:17:40	4194738/4194738	---M--	200	added ('OK')	image/jpeg	etag:%224001b2-675b10ee-ce4176ad38df081a;;;%22	https://automark.cl/wp-content/gallery/ford-ranger-1989/photo_1734019230274.jpg?i=39684452	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/ford-ranger-1989/photo_1734019230274fde8.jpg	(from https://automark.cl/ventas/)
12:17:42	257206/257206	---M--	200	added ('OK')	image/jpeg	etag:%223ecb6-6154ddf2-d3c2c23580648d58;;;%22	https://automark.cl/wp-content/uploads/2021/06/Photo_1632856978931_compress46-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2021/06/Photo_1632856978931_compress46-1024x1024.jpg	(from https://automark.cl/ventas/)
12:17:42	2347492/2347492	---M--	200	added ('OK')	image/jpeg	etag:%2223d1e4-6006e935-72a4cde9f56ea1ef;;;%22	https://automark.cl/wp-content/uploads/2021/01/Photo_1610644499170_compress88.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2021/01/Photo_1610644499170_compress88.jpg	(from https://automark.cl/ventas/)
12:17:42	237335/237335	---M--	200	added ('OK')	image/jpeg	etag:%2239f17-63ddbbf2-94cdc5ac056b714a;;;%22	https://automark.cl/wp-content/uploads/2023/02/Photo_1673916412471_pMHam5qT50-1-1024x1024.jpeg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2023/02/Photo_1673916412471_pMHam5qT50-1-1024x1024.jpg	(from https://automark.cl/ventas/)
12:17:42	206690/206690	---M--	200	added ('OK')	image/jpeg	etag:%2232762-670ed1a0-b70238f2c3294043;;;%22	https://automark.cl/wp-content/uploads/2024/10/Photo_1729015909897-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2024/10/Photo_1729015909897-1024x1024.jpg	(from https://automark.cl/ventas/)
12:17:42	4056020/4056020	---M--	200	added ('OK')	image/jpeg	etag:%223de3d4-680108f1-ad99d3d083b03586;;;%22	https://automark.cl/wp-content/gallery/ford-mustang-4-8-1965/photo_1744736773961.jpg?i=1370671399	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/gallery/ford-mustang-4-8-1965/photo_1744736773961e9d8.jpg	(from https://automark.cl/ventas/)
12:17:52	58595/58595	---M--	200	added ('OK')	image/jpeg	etag:%22e4e3-5a0dd5c7-77b1c41b33375f5a;;;%22	http://automark.cl/wp-content/uploads/2017/01/20171115_190808-Copiar-300x225.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2017/01/20171115_190808-Copiar-300x225.jpg	(from https://automark.cl/ventas/)
12:17:52	243663/243663	---M--	200	added ('OK')	image/jpeg	etag:%223b7cf-63e1464c-1e43a9590caab42;;;%22	https://automark.cl/wp-content/uploads/2023/02/Photo_1674785529520_qVEDzdAq6S-1024x1024.jpeg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2023/02/Photo_1674785529520_qVEDzdAq6S-1024x1024.jpg	(from https://automark.cl/ventas/)
12:17:52	253902/253902	---M--	200	added ('OK')	image/jpeg	etag:%223dfce-6407852f-96724fca879780bb;;;%22	https://automark.cl/wp-content/uploads/2020/12/Photo_1678212780261_UiDnDDi09t-1024x1024.jpeg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2020/12/Photo_1678212780261_UiDnDDi09t-1024x1024.jpg	(from https://automark.cl/ventas/)
12:17:52	226850/226850	---M--	200	added ('OK')	image/jpeg	etag:%2237622-65beb16d-ef7434c8197bd709;;;%22	https://automark.cl/wp-content/uploads/2024/02/Photo_1706926072122-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2024/02/Photo_1706926072122-1024x1024.jpg	(from https://automark.cl/ventas/)
12:17:54	226090/226090	---M--	200	added ('OK')	image/jpeg	etag:%223732a-617709f2-9f0dd7c4899f7bff;;;%22	https://automark.cl/wp-content/uploads/2021/10/1-2-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2021/10/1-2-1024x1024.jpg	(from https://automark.cl/ventas/)
12:18:05	201882/201882	---M--	200	added ('OK')	image/jpeg	etag:%223149a-5e9f2ac1-80e56972755d136d;;;%22	https://automark.cl/wp-content/uploads/2017/12/Photo_1587487647647-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2017/12/Photo_1587487647647-1024x1024.jpg	(from https://automark.cl/ventas/)
12:18:11	100245/100245	---M--	200	added ('OK')	image/jpeg	etag:%2218795-536be621-5a8dcc78e149389e;;;%22	http://automark.cl/wp-content/uploads/2013/09/P1150041.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2013/09/P1150041.jpg	(from https://automark.cl/ventas/)
12:18:16	130602/130602	---M--	200	added ('OK')	image/jpeg	etag:%221fe2a-536be621-5184bb7ddfa9219;;;%22	http://automark.cl/wp-content/uploads/2009/07/image-1.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2009/07/image-1.jpg	(from https://automark.cl/ventas/)
12:18:33	98144/98144	---M--	200	added ('OK')	image/jpeg	etag:%2217f60-536be621-e1aaf96231e01e59;;;%22	http://automark.cl/wp-content/uploads/2009/07/P1050914.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2009/07/P1050914.jpg	(from https://automark.cl/ventas/)
12:18:47	227052/227052	---M--	200	added ('OK')	image/jpeg	etag:%22376ec-57f6d726-2940faa37a98dd85;;;%22	http://automark.cl/wp-content/uploads/2016/10/20161005_175552-Copiar.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2016/10/20161005_175552-Copiar.jpg	(from https://automark.cl/ventas/)
12:18:49	103559/103559	---M--	200	added ('OK')	image/jpeg	etag:%2219487-536be621-a23a6c0cca388a26;;;%22	http://automark.cl/wp-content/uploads/2013/02/P1120245.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2013/02/P1120245.jpg	(from https://automark.cl/ventas/)
12:18:55	322308/322308	---M--	200	added ('OK')	image/jpeg	etag:%224eb04-5d97ae7a-9e7f62e5e9700471;;;%22	http://automark.cl/wp-content/uploads/2012/12/20191003_173803-Copiar.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2012/12/20191003_173803-Copiar.jpg	(from https://automark.cl/ventas/)
12:19:38	261490/261490	---M--	200	added ('OK')	image/jpeg	etag:%223fd72-62d735b2-11ed51e9977bf5c9;;;%22	https://automark.cl/wp-content/uploads/2022/07/1-2-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2022/07/1-2-1024x1024.jpg	(from https://automark.cl/ventas/)
12:19:40	327431/327431	---M--	200	added ('OK')	image/jpeg	etag:%224ff07-5d71451d-5510e9a019d2174b;;;%22	http://automark.cl/wp-content/uploads/2019/09/20190904_161053-Copiar.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2019/09/20190904_161053-Copiar.jpg	(from https://automark.cl/ventas/)
12:19:43	366819/366819	---M--	200	added ('OK')	image/jpeg	etag:%22598e3-5b7584d6-16d884d5d9dec759;;;%22	http://automark.cl/wp-content/uploads/2018/08/20180730_163656-Copiar.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2018/08/20180730_163656-Copiar.jpg	(from https://automark.cl/ventas/)
12:20:19	222879/222879	---M--	200	added ('OK')	image/jpeg	etag:%223669f-536be621-cf7042db9a898f67;;;%22	http://automark.cl/wp-content/uploads/2012/04/P1090724-1024x768.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2012/04/P1090724-1024x768.jpg	(from https://automark.cl/ventas/)
12:20:20	270489/270489	---M--	200	added ('OK')	image/jpeg	etag:%2242099-536be621-adfaf2be1635b3ba;;;%22	http://automark.cl/wp-content/uploads/2009/05/P1140544-1024x768.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2009/05/P1140544-1024x768.jpg	(from https://automark.cl/ventas/)
12:20:23	25280/25280	---M--	200	added ('OK')	image/jpeg	etag:%2262c0-536be621-f43c273996b3796c;;;%22	http://automark.cl/wp-content/uploads/2013/12/P1140303-300x225.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2013/12/P1140303-300x225.jpg	(from https://automark.cl/ventas/)
12:20:32	338136/338136	---M--	200	added ('OK')	image/jpeg	etag:%22528d8-5d0c361d-d2c61398f32af06d;;;%22	http://automark.cl/wp-content/uploads/2019/06/1.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2019/06/1.jpg	(from https://automark.cl/ventas/)
12:20:36	96289/96289	---M--	200	added ('OK')	image/jpeg	etag:%2217821-5630bc0b-1a53a7f04b4571fd;;;%22	http://automark.cl/wp-content/uploads/2015/10/P1180960.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2015/10/P1180960.jpg	(from https://automark.cl/ventas/)
12:21:03	195874/195874	---M--	200	added ('OK')	image/jpeg	etag:%222fd22-536be621-aa5ac1338b633ed6;;;%22	http://automark.cl/wp-content/uploads/2012/05/1-1024x768.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2012/05/1-1024x768.jpg	(from https://automark.cl/ventas/)
12:21:09	280997/280997	---M--	200	added ('OK')	image/jpeg	etag:%22449a5-63c8af2a-af33681c600f4941;;;%22	https://automark.cl/wp-content/uploads/2023/01/Photo_1673916429285_jPGeV5WN8q-1-1024x1024.jpeg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2023/01/Photo_1673916429285_jPGeV5WN8q-1-1024x1024.jpg	(from https://automark.cl/ventas/)
12:21:13	245400/245400	---M--	200	added ('OK')	image/jpeg	etag:%223be98-536be621-5d45fa27ded1d5b3;;;%22	http://automark.cl/wp-content/uploads/2013/04/P1120400-1024x768.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2013/04/P1120400-1024x768.jpg	(from https://automark.cl/ventas/)
12:21:16	61635/61635	---M--	200	added ('OK')	image/jpeg	etag:%22f0c3-567982b3-6beb10e02d3d1e6d;;;%22	http://automark.cl/wp-content/uploads/2015/12/P1210202-300x225.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2015/12/P1210202-300x225.jpg	(from https://automark.cl/ventas/)
12:21:16	262319/262319	---M--	200	added ('OK')	image/jpeg	etag:%22400af-63113ec6-1a187ee762cc2e53;;;%22	https://automark.cl/wp-content/uploads/2022/09/c1_Photo_1662069611324_-182fb1f859a_3-1024x1024.jpeg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2022/09/c1_Photo_1662069611324_-182fb1f859a_3-1024x1024.jpg	(from https://automark.cl/ventas/)
12:21:16	222309/222309	---M--	200	added ('OK')	image/jpeg	etag:%2236465-5f74b966-3c8268630d8cccdb;;;%22	https://automark.cl/wp-content/uploads/2020/09/1-3-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2020/09/1-3-1024x1024.jpg	(from https://automark.cl/ventas/)
12:21:22	17351/17351	---M--	200	added ('OK')	image/jpeg	etag:%2243c7-59136add-754c52d2265bc5da;;;%22	http://automark.cl/wp-content/uploads/2017/05/20170509_180014-Copiar-300x169.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2017/05/20170509_180014-Copiar-300x169.jpg	(from https://automark.cl/ventas/)
12:21:40	196721/196721	---M--	200	added ('OK')	image/jpeg	etag:%2230071-64fe2ded-eabc4e6a8cf970b5;;;%22	https://automark.cl/wp-content/uploads/2023/09/c1_20230910_01361599-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2023/09/c1_20230910_01361599-1024x1024.jpg	(from https://automark.cl/ventas/)
12:21:43	19284/19284	---M--	200	added ('OK')	image/jpeg	etag:%224b54-5943f3c1-5c50a5d7df186df8;;;%22	http://automark.cl/wp-content/uploads/2017/06/20170614_171207-Copiar-300x169.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2017/06/20170614_171207-Copiar-300x169.jpg	(from https://automark.cl/ventas/)
12:22:07	293406/293406	---M--	200	added ('OK')	image/jpeg	etag:%2247a1e-6066990f-7905aef9653eb888;;;%22	https://automark.cl/wp-content/uploads/2021/04/Photo_1617146820038_compress39-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2021/04/Photo_1617146820038_compress39-1024x1024.jpg	(from https://automark.cl/ventas/)
12:22:10	19974/19974	---M--	200	added ('OK')	image/jpeg	etag:%224e06-593e9a51-2669f8274a412918;;;%22	http://automark.cl/wp-content/uploads/2017/06/20170608_164504-Copiar-300x169.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2017/06/20170608_164504-Copiar-300x169.jpg	(from https://automark.cl/ventas/)
12:22:27	514709/514709	---M--	200	added ('OK')	image/jpeg	etag:%227da95-5a4b8c3b-fb5c603af3f1a97a;;;%22	http://automark.cl/wp-content/uploads/2017/08/20171231_193545-Copiar.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2017/08/20171231_193545-Copiar.jpg	(from https://automark.cl/ventas/)
12:22:28	301090/301090	---M--	200	added ('OK')	image/jpeg	etag:%2249822-5fc271d0-2610ad61e90e99f1;;;%22	https://automark.cl/wp-content/uploads/2020/11/Photo_1606575228600_compress41-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2020/11/Photo_1606575228600_compress41-1024x1024.jpg	(from https://automark.cl/ventas/)
12:22:28	288226/288226	---M--	200	added ('OK')	image/jpeg	etag:%22465e2-5fc155dd-df2ecc353936ad87;;;%22	https://automark.cl/wp-content/uploads/2020/11/Photo_1606423318463-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2020/11/Photo_1606423318463-1024x1024.jpg	(from https://automark.cl/ventas/)
12:22:33	18472/18472	---M--	200	added ('OK')	image/jpeg	etag:%224828-59108234-993246db198ccc9d;;;%22	http://automark.cl/wp-content/uploads/2017/05/20170426_133908-Copiar-300x169.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2017/05/20170426_133908-Copiar-300x169.jpg	(from https://automark.cl/ventas/)
12:23:01	245535/245535	---M--	200	added ('OK')	image/jpeg	etag:%223bf1f-577bf3df-da39085563b1ac40;;;%22	http://automark.cl/wp-content/uploads/2016/07/20160704_154648-Copiar.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2016/07/20160704_154648-Copiar.jpg	(from https://automark.cl/ventas/)
12:23:05	302573/302573	---M--	200	added ('OK')	image/jpeg	etag:%2249ded-618ada09-4054fe655b582a86;;;%22	https://automark.cl/wp-content/uploads/2021/11/Photo_1636481967269_compress96-1024x1024.jpg	C:/Users/jsnei/OneDrive%20-%20UNIVERSIDAD%20ANDRES%20BELLO/8%20Trimestre/Ethical%20Hacking/Sumativa%204/Clon_automark/ClonacionSitioAutomark/automark.cl/wp-content/uploads/2021/11/Photo_1636481967269_compress96-1024x1024.jpg	(from https://automark.cl/ventas/)
